DateTime,month,year,hour,Minutes,Seconds,Defect_Rate
2024-08-29 00:25:21.200,8,2024,0,25.0,21.2,0.05
2024-08-29 00:25:22.100,8,2024,0,25.0,22.1,0.08
2024-08-29 00:25:23.100,8,2024,0,25.0,23.1,0.14
2024-08-29 00:25:24.000,8,2024,0,25.0,24.0,0.13
2024-08-29 00:25:24.900,8,2024,0,25.0,24.9,0.14
2024-08-29 00:25:25.800,8,2024,0,25.0,25.8,0.05
2024-08-29 00:25:26.700,8,2024,0,25.0,26.7,0.09
2024-08-29 00:25:27.600,8,2024,0,25.0,27.6,0.13
2024-08-29 00:25:28.500,8,2024,0,25.0,28.5,0.1
2024-08-29 00:25:29.400,8,2024,0,25.0,29.4,0.05
2024-08-29 00:25:30.300,8,2024,0,25.0,30.3,0.13
2024-08-29 00:25:31.300,8,2024,0,25.0,31.3,0.11
2024-08-29 00:25:32.200,8,2024,0,25.0,32.2,0.12
2024-08-29 00:25:33.100,8,2024,0,25.0,33.1,0.12
2024-08-29 00:25:34.000,8,2024,0,25.0,34.0,0.15
2024-08-29 00:25:34.900,8,2024,0,25.0,34.9,0.08
2024-08-29 00:25:35.800,8,2024,0,25.0,35.8,0.13
2024-08-29 00:25:36.700,8,2024,0,25.0,36.7,0.07
2024-08-29 00:25:37.600,8,2024,0,25.0,37.6,0.14
2024-08-29 00:25:38.500,8,2024,0,25.0,38.5,0.14
2024-08-29 00:25:39.500,8,2024,0,25.0,39.5,0.08
2024-08-29 00:25:40.400,8,2024,0,25.0,40.4,0.1
2024-08-29 00:25:41.300,8,2024,0,25.0,41.3,0.15
2024-08-29 00:25:42.200,8,2024,0,25.0,42.2,0.08
2024-08-29 00:25:43.100,8,2024,0,25.0,43.1,0.12
2024-08-29 00:25:44.000,8,2024,0,25.0,44.0,0.06
2024-08-29 00:25:44.900,8,2024,0,25.0,44.9,0.09
2024-08-29 00:25:45.800,8,2024,0,25.0,45.8,0.06
2024-08-29 00:25:46.800,8,2024,0,25.0,46.8,0.15
2024-08-29 00:25:47.700,8,2024,0,25.0,47.7,0.08
2024-08-29 00:25:48.600,8,2024,0,25.0,48.6,0.06
2024-08-29 00:25:49.500,8,2024,0,25.0,49.5,0.13
2024-08-29 00:25:50.400,8,2024,0,25.0,50.4,0.08
2024-08-29 00:25:51.300,8,2024,0,25.0,51.3,0.11
2024-08-29 00:25:52.200,8,2024,0,25.0,52.2,0.11
2024-08-29 00:25:53.100,8,2024,0,25.0,53.1,0.09
2024-08-29 00:25:54.100,8,2024,0,25.0,54.1,0.09
2024-08-29 00:25:55.000,8,2024,0,25.0,55.0,0.12
2024-08-29 00:25:55.900,8,2024,0,25.0,55.9,0.06
2024-08-29 00:25:56.800,8,2024,0,25.0,56.8,0.14
2024-08-29 00:25:57.700,8,2024,0,25.0,57.7,0.11
2024-08-29 00:25:58.600,8,2024,0,25.0,58.6,0.1
2024-08-29 00:25:59.500,8,2024,0,25.0,59.5,0.14
2024-08-29 00:26:00.400,8,2024,0,26.0,0.4,0.06
2024-08-29 00:26:01.300,8,2024,0,26.0,1.3,0.08
2024-08-29 00:26:02.200,8,2024,0,26.0,2.2,0.07
2024-08-29 00:26:03.200,8,2024,0,26.0,3.2,0.14
2024-08-29 00:26:04.100,8,2024,0,26.0,4.1,0.15
2024-08-29 00:26:05.000,8,2024,0,26.0,5.0,0.14
2024-08-29 00:26:05.900,8,2024,0,26.0,5.9,0.06
2024-08-29 00:26:06.800,8,2024,0,26.0,6.8,0.1
2024-08-29 00:26:07.700,8,2024,0,26.0,7.7,0.1
2024-08-29 00:26:08.600,8,2024,0,26.0,8.6,0.15
2024-08-29 00:26:09.700,8,2024,0,26.0,9.7,0.13
2024-08-29 00:26:10.500,8,2024,0,26.0,10.5,0.13
2024-08-29 00:26:11.300,8,2024,0,26.0,11.3,0.15
2024-08-29 00:26:12.300,8,2024,0,26.0,12.3,0.13
2024-08-29 00:26:13.200,8,2024,0,26.0,13.2,0.11
2024-08-29 00:26:14.100,8,2024,0,26.0,14.1,0.06
2024-08-29 00:26:15.000,8,2024,0,26.0,15.0,0.15
2024-08-29 00:26:15.900,8,2024,0,26.0,15.9,0.13
2024-08-29 00:26:16.800,8,2024,0,26.0,16.8,0.1
2024-08-29 00:26:17.700,8,2024,0,26.0,17.7,0.12
2024-08-29 00:26:18.700,8,2024,0,26.0,18.7,0.06
2024-08-29 00:26:19.600,8,2024,0,26.0,19.6,0.09
2024-08-29 00:26:20.500,8,2024,0,26.0,20.5,0.06
2024-08-29 00:26:21.400,8,2024,0,26.0,21.4,0.12
2024-08-29 00:26:22.300,8,2024,0,26.0,22.3,0.05
2024-08-29 00:26:23.200,8,2024,0,26.0,23.2,0.05
2024-08-29 00:26:24.100,8,2024,0,26.0,24.1,0.15
2024-08-29 00:26:25.000,8,2024,0,26.0,25.0,0.06
2024-08-29 00:26:25.900,8,2024,0,26.0,25.9,0.07
2024-08-29 00:26:26.800,8,2024,0,26.0,26.8,0.12
2024-08-29 00:26:27.800,8,2024,0,26.0,27.8,0.15
2024-08-29 00:26:28.700,8,2024,0,26.0,28.7,0.07
2024-08-29 00:26:29.600,8,2024,0,26.0,29.6,0.15
2024-08-29 00:26:30.500,8,2024,0,26.0,30.5,0.08
2024-08-29 00:26:31.500,8,2024,0,26.0,31.5,0.08
2024-08-29 00:26:32.300,8,2024,0,26.0,32.3,0.14
2024-08-29 00:26:33.200,8,2024,0,26.0,33.2,0.13
2024-08-29 00:26:34.100,8,2024,0,26.0,34.1,0.09
2024-08-29 00:26:35.000,8,2024,0,26.0,35.0,0.12
2024-08-29 00:26:36.000,8,2024,0,26.0,36.0,0.13
2024-08-29 00:26:36.900,8,2024,0,26.0,36.9,0.14
2024-08-29 00:26:37.800,8,2024,0,26.0,37.8,0.15
2024-08-29 00:26:38.700,8,2024,0,26.0,38.7,0.1
2024-08-29 00:26:39.600,8,2024,0,26.0,39.6,0.11
2024-08-29 00:26:40.500,8,2024,0,26.0,40.5,0.07
2024-08-29 00:26:41.400,8,2024,0,26.0,41.4,0.08
2024-08-29 00:26:42.400,8,2024,0,26.0,42.4,0.08
2024-08-29 00:26:43.300,8,2024,0,26.0,43.3,0.09
2024-08-29 00:26:44.200,8,2024,0,26.0,44.2,0.08
2024-08-29 00:26:45.100,8,2024,0,26.0,45.1,0.15
2024-08-29 00:26:46.000,8,2024,0,26.0,46.0,0.13
2024-08-29 00:26:46.900,8,2024,0,26.0,46.9,0.05
2024-08-29 00:26:47.800,8,2024,0,26.0,47.8,0.15
2024-08-29 00:26:48.700,8,2024,0,26.0,48.7,0.07
2024-08-29 00:26:49.700,8,2024,0,26.0,49.7,0.14
2024-08-29 00:26:50.500,8,2024,0,26.0,50.5,0.07
2024-08-29 00:26:51.500,8,2024,0,26.0,51.5,0.08
2024-08-29 00:26:52.400,8,2024,0,26.0,52.4,0.12
2024-08-29 00:26:53.300,8,2024,0,26.0,53.3,0.09
2024-08-29 00:26:54.200,8,2024,0,26.0,54.2,0.15
2024-08-29 00:26:55.100,8,2024,0,26.0,55.1,0.12
2024-08-29 00:26:56.000,8,2024,0,26.0,56.0,0.08
2024-08-29 00:26:56.900,8,2024,0,26.0,56.9,0.1
2024-08-29 00:26:57.800,8,2024,0,26.0,57.8,0.13
2024-08-29 00:26:58.700,8,2024,0,26.0,58.7,0.08
2024-08-29 00:26:59.700,8,2024,0,26.0,59.7,0.1
2024-08-29 00:27:00.600,8,2024,0,27.0,0.6,0.13
2024-08-29 00:27:01.500,8,2024,0,27.0,1.5,0.1
2024-08-29 00:27:02.400,8,2024,0,27.0,2.4,0.05
2024-08-29 00:27:03.300,8,2024,0,27.0,3.3,0.1
2024-08-29 00:27:04.400,8,2024,0,27.0,4.4,0.11
2024-08-29 00:27:05.100,8,2024,0,27.0,5.1,0.12
2024-08-29 00:27:06.000,8,2024,0,27.0,6.0,0.09
2024-08-29 00:27:07.000,8,2024,0,27.0,7.0,0.14
2024-08-29 00:27:07.900,8,2024,0,27.0,7.9,0.08
2024-08-29 00:27:08.800,8,2024,0,27.0,8.8,0.1
2024-08-29 00:27:09.700,8,2024,0,27.0,9.7,0.06
2024-08-29 00:27:10.600,8,2024,0,27.0,10.6,0.13
2024-08-29 00:27:11.500,8,2024,0,27.0,11.5,0.05
2024-08-29 00:27:12.400,8,2024,0,27.0,12.4,0.15
2024-08-29 00:27:13.300,8,2024,0,27.0,13.3,0.07
2024-08-29 00:27:14.200,8,2024,0,27.0,14.2,0.09
2024-08-29 00:27:15.200,8,2024,0,27.0,15.2,0.07
2024-08-29 00:27:16.100,8,2024,0,27.0,16.1,0.06
2024-08-29 00:27:17.200,8,2024,0,27.0,17.2,0.12
2024-08-29 00:27:17.900,8,2024,0,27.0,17.9,0.12
2024-08-29 00:27:19.000,8,2024,0,27.0,19.0,0.05
2024-08-29 00:27:19.700,8,2024,0,27.0,19.7,0.11
2024-08-29 00:27:20.600,8,2024,0,27.0,20.6,0.09
2024-08-29 00:27:21.700,8,2024,0,27.0,21.7,0.1
2024-08-29 00:27:22.400,8,2024,0,27.0,22.4,0.09
2024-08-29 00:27:23.400,8,2024,0,27.0,23.4,0.11
2024-08-29 00:27:24.300,8,2024,0,27.0,24.3,0.13
2024-08-29 00:27:25.200,8,2024,0,27.0,25.2,0.15
2024-08-29 00:27:26.100,8,2024,0,27.0,26.1,0.09
2024-08-29 00:27:27.000,8,2024,0,27.0,27.0,0.09
2024-08-29 00:27:27.900,8,2024,0,27.0,27.9,0.05
2024-08-29 00:27:28.800,8,2024,0,27.0,28.8,0.15
2024-08-29 00:27:29.700,8,2024,0,27.0,29.7,0.05
2024-08-29 00:27:30.700,8,2024,0,27.0,30.7,0.13
2024-08-29 00:27:31.600,8,2024,0,27.0,31.6,0.12
2024-08-29 00:27:32.500,8,2024,0,27.0,32.5,0.05
2024-08-29 00:27:33.400,8,2024,0,27.0,33.4,0.09
2024-08-29 00:27:34.500,8,2024,0,27.0,34.5,0.13
2024-08-29 00:27:35.200,8,2024,0,27.0,35.2,0.15
2024-08-29 00:27:36.100,8,2024,0,27.0,36.1,0.11
2024-08-29 00:27:37.000,8,2024,0,27.0,37.0,0.13
2024-08-29 00:27:38.000,8,2024,0,27.0,38.0,0.08
2024-08-29 00:27:38.900,8,2024,0,27.0,38.9,0.11
2024-08-29 00:27:39.800,8,2024,0,27.0,39.8,0.15
2024-08-29 00:27:40.700,8,2024,0,27.0,40.7,0.08
2024-08-29 00:27:41.600,8,2024,0,27.0,41.6,0.14
2024-08-29 00:27:42.500,8,2024,0,27.0,42.5,0.07
2024-08-29 00:27:43.400,8,2024,0,27.0,43.4,0.08
2024-08-29 00:27:44.300,8,2024,0,27.0,44.3,0.08
2024-08-29 00:27:45.200,8,2024,0,27.0,45.2,0.15
2024-08-29 00:27:46.100,8,2024,0,27.0,46.1,0.13
2024-08-29 00:27:47.100,8,2024,0,27.0,47.1,0.09
2024-08-29 00:27:48.000,8,2024,0,27.0,48.0,0.14
2024-08-29 00:27:48.900,8,2024,0,27.0,48.9,0.08
2024-08-29 00:27:49.800,8,2024,0,27.0,49.8,0.14
2024-08-29 00:27:50.700,8,2024,0,27.0,50.7,0.09
2024-08-29 00:27:51.600,8,2024,0,27.0,51.6,0.14
2024-08-29 00:27:52.500,8,2024,0,27.0,52.5,0.09
2024-08-29 00:27:53.400,8,2024,0,27.0,53.4,0.1
2024-08-29 00:27:54.300,8,2024,0,27.0,54.3,0.06
2024-08-29 00:27:55.200,8,2024,0,27.0,55.2,0.12
2024-08-29 00:27:56.400,8,2024,0,27.0,56.4,0.15
2024-08-29 00:27:57.100,8,2024,0,27.0,57.1,0.07
2024-08-29 00:27:58.200,8,2024,0,27.0,58.2,0.13
2024-08-29 00:27:58.900,8,2024,0,27.0,58.9,0.1
2024-08-29 00:27:59.800,8,2024,0,27.0,59.8,0.08
2024-08-29 00:28:00.700,8,2024,0,28.0,0.7,0.11
2024-08-29 00:28:01.600,8,2024,0,28.0,1.6,0.09
2024-08-29 00:28:02.500,8,2024,0,28.0,2.5,0.12
2024-08-29 00:28:03.500,8,2024,0,28.0,3.5,0.14
2024-08-29 00:28:04.400,8,2024,0,28.0,4.4,0.12
2024-08-29 00:28:05.300,8,2024,0,28.0,5.3,0.05
2024-08-29 00:28:06.200,8,2024,0,28.0,6.2,0.05
2024-08-29 00:28:07.100,8,2024,0,28.0,7.1,0.12
2024-08-29 00:28:08.000,8,2024,0,28.0,8.0,0.08
2024-08-29 00:28:08.900,8,2024,0,28.0,8.9,0.11
2024-08-29 00:28:09.800,8,2024,0,28.0,9.8,0.14
2024-08-29 00:28:10.800,8,2024,0,28.0,10.8,0.05
2024-08-29 00:28:11.700,8,2024,0,28.0,11.7,0.13
2024-08-29 00:28:12.600,8,2024,0,28.0,12.6,0.09
2024-08-29 00:28:13.500,8,2024,0,28.0,13.5,0.13
2024-08-29 00:28:14.400,8,2024,0,28.0,14.4,0.12
2024-08-29 00:28:15.300,8,2024,0,28.0,15.3,0.08
2024-08-29 00:28:16.300,8,2024,0,28.0,16.3,0.05
2024-08-29 00:28:17.100,8,2024,0,28.0,17.1,0.07
2024-08-29 00:28:18.300,8,2024,0,28.0,18.3,0.11
2024-08-29 00:28:18.900,8,2024,0,28.0,18.9,0.14
2024-08-29 00:28:19.900,8,2024,0,28.0,19.9,0.1
2024-08-29 00:28:20.800,8,2024,0,28.0,20.8,0.13
2024-08-29 00:28:21.900,8,2024,0,28.0,21.9,0.1
2024-08-29 00:28:22.600,8,2024,0,28.0,22.6,0.06
2024-08-29 00:28:23.500,8,2024,0,28.0,23.5,0.09
2024-08-29 00:28:24.400,8,2024,0,28.0,24.4,0.06
2024-08-29 00:28:25.300,8,2024,0,28.0,25.3,0.09
2024-08-29 00:28:26.200,8,2024,0,28.0,26.2,0.06
2024-08-29 00:28:27.200,8,2024,0,28.0,27.2,0.09
2024-08-29 00:28:28.100,8,2024,0,28.0,28.1,0.13
2024-08-29 00:28:29.000,8,2024,0,28.0,29.0,0.1
2024-08-29 00:28:29.900,8,2024,0,28.0,29.9,0.12
2024-08-29 00:28:30.800,8,2024,0,28.0,30.8,0.07
2024-08-29 00:28:31.700,8,2024,0,28.0,31.7,0.05
2024-08-29 00:28:32.600,8,2024,0,28.0,32.6,0.13
2024-08-29 00:28:33.500,8,2024,0,28.0,33.5,0.11
2024-08-29 00:28:34.600,8,2024,0,28.0,34.6,0.13
2024-08-29 00:28:35.300,8,2024,0,28.0,35.3,0.06
2024-08-29 00:28:36.300,8,2024,0,28.0,36.3,0.07
2024-08-29 00:28:37.200,8,2024,0,28.0,37.2,0.09
2024-08-29 00:28:38.100,8,2024,0,28.0,38.1,0.14
2024-08-29 00:28:39.000,8,2024,0,28.0,39.0,0.13
2024-08-29 00:28:39.900,8,2024,0,28.0,39.9,0.14
2024-08-29 00:28:40.800,8,2024,0,28.0,40.8,0.08
2024-08-29 00:28:41.800,8,2024,0,28.0,41.8,0.15
2024-08-29 00:28:42.700,8,2024,0,28.0,42.7,0.08
2024-08-29 00:28:43.600,8,2024,0,28.0,43.6,0.09
2024-08-29 00:28:44.500,8,2024,0,28.0,44.5,0.15
2024-08-29 00:28:45.400,8,2024,0,28.0,45.4,0.11
2024-08-29 00:28:46.300,8,2024,0,28.0,46.3,0.09
2024-08-29 00:28:47.200,8,2024,0,28.0,47.2,0.08
2024-08-29 00:28:48.100,8,2024,0,28.0,48.1,0.08
2024-08-29 00:28:49.000,8,2024,0,28.0,49.0,0.1
2024-08-29 00:28:49.900,8,2024,0,28.0,49.9,0.11
2024-08-29 00:28:50.800,8,2024,0,28.0,50.8,0.07
2024-08-29 00:28:51.800,8,2024,0,28.0,51.8,0.12
2024-08-29 00:28:52.700,8,2024,0,28.0,52.7,0.1
2024-08-29 00:28:53.600,8,2024,0,28.0,53.6,0.07
2024-08-29 00:28:54.500,8,2024,0,28.0,54.5,0.14
2024-08-29 00:28:55.400,8,2024,0,28.0,55.4,0.11
2024-08-29 00:28:56.300,8,2024,0,28.0,56.3,0.05
2024-08-29 00:28:57.200,8,2024,0,28.0,57.2,0.12
2024-08-29 00:28:58.200,8,2024,0,28.0,58.2,0.14
2024-08-29 00:28:59.100,8,2024,0,28.0,59.1,0.08
2024-08-29 00:29:00.000,8,2024,0,29.0,0.0,0.13
2024-08-29 00:29:00.900,8,2024,0,29.0,0.9,0.15
2024-08-29 00:29:01.800,8,2024,0,29.0,1.8,0.05
2024-08-29 00:29:02.700,8,2024,0,29.0,2.7,0.11
2024-08-29 00:29:03.600,8,2024,0,29.0,3.6,0.05
2024-08-29 00:29:04.500,8,2024,0,29.0,4.5,0.05
2024-08-29 00:29:05.400,8,2024,0,29.0,5.4,0.13
2024-08-29 00:29:06.500,8,2024,0,29.0,6.5,0.12
2024-08-29 00:29:07.300,8,2024,0,29.0,7.3,0.05
2024-08-29 00:29:08.200,8,2024,0,29.0,8.2,0.13
2024-08-29 00:29:09.100,8,2024,0,29.0,9.1,0.13
2024-08-29 00:29:10.000,8,2024,0,29.0,10.0,0.08
2024-08-29 00:29:10.900,8,2024,0,29.0,10.9,0.06
2024-08-29 00:29:11.800,8,2024,0,29.0,11.8,0.08
2024-08-29 00:29:12.700,8,2024,0,29.0,12.7,0.14
2024-08-29 00:29:13.600,8,2024,0,29.0,13.6,0.05
2024-08-29 00:29:14.600,8,2024,0,29.0,14.6,0.07
2024-08-29 00:29:15.500,8,2024,0,29.0,15.5,0.1
